STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,AGE,EDUCATION,"OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS
Madhya Pradesh,BALAGHAT,KANKAR MUNJARE,BSP,Elephant,MALE,68,Others,4.818453096,6.204934692,1767725
Madhya Pradesh,BALAGHAT,BODHSINGH BHAGAT,IND,Auto- Rickshaw,MALE,62,Graduate,2.671229971,3.439860716,1767725
Odisha,BALASORE,PRATAP CHANDRA SARANGI,BJP,Lotus,MALE,64,Graduate,31.58793587,41.73510271,1531781
Odisha,BALASORE,RABINDRA KUMAR JENA,BJD,Conch,MALE,51,Others,30.74212306,40.61758478,1531781
Odisha,BALASORE,NAVAJYOTI PATNAIK,INC,Hand,MALE,46,Graduate Professional,11.71205283,15.47438015,1531781
Uttar Pradesh,BALLIA,Virendra Singh,BJP,Lotus,MALE,62,Graduate,25.73837185,47.357938,1822625
Uttar Pradesh,BALLIA,Sanatan Pandey,SP,Bicycle,MALE,56,Others,24.88690762,45.79126585,1822625
Uttar Pradesh,BALLIA,Vinod,SBSP,Walking Stick,MALE,51,12th Pass,1.969686578,3.624172321,1822625
West Bengal,BALURGHAT,Sukanta Majumdar,BJP,Lotus,MALE,39,Doctorate,37.66958813,45.00920936,1431704
West Bengal,BALURGHAT,Arpita Ghosh,AITC,Flowers and Grass,FEMALE,52,Graduate,35.34417729,42.23071062,1431704
West Bengal,BALURGHAT,Ranen Barman,RSP,Spade & Stoker,MALE,50,10th Pass,5.098120841,6.091449354,1431704
West Bengal,BALURGHAT,Abdus Sadek Sarkar,INC,Hand,MALE,40,Graduate Professional,2.56917631,3.069759989,1431704
West Bengal,BALURGHAT,NOTA,NOTA,,,,,0.93692551,1.119478033,1431704
Gujarat,BANASKANTHA,PARBATBHAI SAVABHAI PATEL,BJP,Lotus,MALE,70,Graduate Professional,40.00909635,61.52795181,1697384
Gujarat,BANASKANTHA,PARTHIBHAI GALBABHAI BHATOL,INC,Hand,MALE,75,10th Pass,18.31123659,28.15991824,1697384
Gujarat,BANASKANTHA,THAKOR SWARUPJI SARDARJI,IND,Gas Cylinder,MALE,39,8th Pass,2.865232617,4.406295329,1697384
Gujarat,BANASKANTHA,NOTA,NOTA,,,,,0.749859784,1.153171175,1697384
Gujarat,BANASKANTHA,TEJABHAI NETHIBHAI RABARI,BSP,Elephant,MALE,49,Literate,0.653240516,1.004585323,1697384
Gujarat,BANASKANTHA,PUROHIT SHYAMABEN NARANBHAI,IND,DIAMOND,FEMALE,33,Graduate,0.652121146,1.002863902,1697384
Uttar Pradesh,BANDA,R.K. SINGH PATEL,BJP,Lotus,MALE,59,Graduate,28.07986256,46.18035157,1702024
Uttar Pradesh,BANDA,SHYAMA CHARAN GUPTA,SP,Bicycle,MALE,74,Graduate Professional,24.61704418,40.4853746,1702024
Uttar Pradesh,BANDA,BALKUMAR PATEL,INC,Hand,MALE,59,12th Pass,4.432252424,7.28931542,1702024
Uttar Pradesh,BANDA,NOTA,NOTA,,,,,1.131006378,1.860061532,1702024
Uttar Pradesh,BANDA,CHHOTELAL,PSPL,Key,MALE,37,12th Pass,0.74893186,1.231698927,1702024
Karnataka,BANGALORE CENTRAL,P. C. Mohan,BJP,Lotus,MALE,55,12th Pass,27.34254135,50.33477027,2204817
Karnataka,BANGALORE CENTRAL,Rizwan Arshad,INC,Hand,MALE,39,Graduate,24.12377082,44.40934902,2204817
Karnataka,BANGALORE CENTRAL,Prakash Raj,IND,Whistle,MALE,53,12th Pass,1.311038512,2.413485326,2204817
Karnataka,BANGALORE NORTH,D.V. Sadananda Gowda,BJP,Lotus,MALE,66,Graduate Professional,28.93743968,52.84158931,2849250
Karnataka,BANGALORE NORTH,Krishna Byregowda,INC,Hand,MALE,46,Post Graduate,23.76000702,43.38727085,2849250
Karnataka,BANGALORE RURAL,D.K. SURESH,INC,Hand,MALE,52,12th Pass,35.16607687,54.11911581,2497458
Karnataka,BANGALORE RURAL,ASHWATHNARAYANGOWDA,BJP,Lotus,MALE,59,10th Pass,26.88285449,41.37158435,2497458
Karnataka,BANGALORE RURAL,DR CHINNAPPA Y CHIKKAHAGADE,BSP,Elephant,MALE,43,Graduate,0.799693128,1.230694148,2497458
Karnataka,BANGALORE SOUTH,TEJASVI SURYA,BJP,Lotus,MALE,28,Graduate Professional,33.36640353,62.1379944,2215489
Karnataka,BANGALORE SOUTH,B.K.HARIPRASAD,INC,Hand,MALE,64,Graduate,18.41746901,34.29870963,2215489
West Bengal,BANGAON,SHANTANU THAKUR,BJP,Lotus,MALE,37,Graduate,40.33844255,48.81415082,1704632
West Bengal,BANGAON,MAMATA THAKUR,AITC,Flowers and Grass,FEMALE,51,5th Pass,33.79192694,40.89211467,1704632
West Bengal,BANGAON,ALAKESH DAS,CPI(M),"Hammer, Sickle and Star",MALE,55,Graduate Professional,5.2868889,6.397743092,1704632
West Bengal,BANGAON,SOURAV PROSAD,INC,Hand,MALE,28,Post Graduate,1.326855298,1.605647381,1704632
Bihar,BANKA,GIRIDHARI YADAV,JD(U),Arrow,MALE,58,Post Graduate,28.11519871,47.97742655,1699394
Bihar,BANKA,JAI PRAKASH NARAYAN YADAV,RJD,Hurricane Lamp,MALE,65,Post Graduate,16.31499229,27.84086117,1699394
Bihar,BANKA,PUTUL KUMARI,IND,Gas Cylinder,FEMALE,61,Post Graduate,6.103881737,10.41602233,1699394
Bihar,BANKA,MANOJ KUMAR SAH,IND,FLUTE,MALE,44,10th Pass,2.612578366,4.458257185,1699394
Bihar,BANKA,PRAVIN KUMAR JHA,IND,Baby Walker,MALE,46,12th Pass,1.00182771,1.709577651,1699394
Bihar,BANKA,MRITUNJAY ROY,IND,Black Board,MALE,38,Literate,0.837298472,1.428815295,1699394
Bihar,BANKA,MD RAFIQUE ALAM,BSP,Elephant,MALE,50,Graduate,0.703780289,1.200972024,1699394
West Bengal,BANKURA,DR. SUBHAS SARKAR,BJP,Lotus,MALE,65,Graduate Professional,40.95557903,49.19837249,1648906
West Bengal,BANKURA,SUBRATA MUKHERJEE,AITC,Flowers and Grass,MALE,72,Post Graduate,30.38293268,36.49785633,1648906
West Bengal,BANKURA,AMIYA PATRA,CPI(M),"Hammer, Sickle and Star",MALE,67,Graduate,6.081729341,7.305749119,1648906
West Bengal,BANKURA,MILAN MANDI,IND,Cot,MALE,40,12th Pass,0.90617658,1.088555307,1648906
West Bengal,BANKURA,NOTA,NOTA,,,,,0.850200072,1.021312867,1648906
Uttar Pradesh,BANSGAON,Kamlesh Paswan,BJP,Lotus,MALE,42,Graduate,31.21601729,56.37065199,1751258
Uttar Pradesh,BANSGAON,Sadal Prasad,BSP,Elephant,MALE,62,Post Graduate,22.45271685,40.54566846,1751258
Uttar Pradesh,BANSGAON,NOTA,NOTA,,,,,0.804735796,1.453211698,1751258
Rajasthan,BANSWARA,KANAKMAL KATARA,BJP,Lotus,MALE,62,Graduate Professional,36.02918545,49.42049525,1975368
Rajasthan,BANSWARA,TARACHAND BHAGORA,INC,Hand,MALE,65,Post Graduate,20.56553513,28.20932304,1975368
Rajasthan,BANSWARA,KANTILAL ROAT,BTP,Auto- Rickshaw,MALE,43,Post Graduate,12.69439416,17.41264029,1975368
Rajasthan,BANSWARA,NOTA,NOTA,,,,,1.516780671,2.080536959,1975368
Rajasthan,BANSWARA,BAPULAL,BSP,Elephant,MALE,31,8th Pass,1.324917686,1.817362436,1975368
Rajasthan,BANSWARA,NITESH DAMOR,IND,Air Conditioner,MALE,26,Graduate Professional,0.750341202,1.029227649,1975368
Andhra Pradesh,BAPATLA,NANDIGAM SURESH,YSRCP,Ceiling Fan,MALE,42,8th Pass,40.73458249,47.10692458,1468671
Andhra Pradesh,BAPATLA,MALYADRI SRIRAM,TDP,Bicycle,MALE,65,Post Graduate,39.64073642,45.84196196,1468671
Andhra Pradesh,BAPATLA,K. DEVANAND,BSP,Elephant,MALE,64,Post Graduate,2.899219771,3.352761185,1468671
Andhra Pradesh,BAPATLA,NOTA,NOTA,,,,,0.899997345,1.040789041,1468671
Andhra Pradesh,BAPATLA,J.D. SEELAM,INC,Hand,MALE,65,Post Graduate,0.895707752,1.035828403,1468671
Uttar Pradesh,BARABANKI,Upendra Singh Rawat,BJP,Lotus,MALE,51,Post Graduate,29.49736629,46.37131525,1816830
Uttar Pradesh,BARABANKI,Ram Sagar Rawat,SP,Bicycle,MALE,68,10th Pass,23.43515904,36.84122633,1816830
Uttar Pradesh,BARABANKI,Tanuj Punia,INC,Hand,MALE,34,Graduate Professional,8.785136749,13.81066844,1816830
Maharashtra,BARAMATI,Supriya Sule,NCP,Clock,FEMALE,49,Graduate,32.47392138,52.52845903,2114663
Maharashtra,BARAMATI,Kanchan Rahul Kool,BJP,Lotus,FEMALE,34,Graduate,25.10754669,40.61291897,2114663
Maharashtra,BARAMATI,Padalkar Navanath,VBA,Cup & Saucer,MALE,43,Post Graduate,2.087046494,3.375919248,2114663
Jammu & Kashmir,BARAMULLA,MOHAMMAD AKBAR LONE,JKN,Plough,MALE,71,Graduate Professional,10.12538153,29.26015189,1317738
Jammu & Kashmir,BARAMULLA,RAJA AIJAZ ALI,JPC,Apple,MALE,67,Graduate Professional,7.831071123,22.63009349,1317738
Jammu & Kashmir,BARAMULLA,ENGINEER RASHID,IND,Gas Cylinder,MALE,54,Others,7.753286313,22.40531229,1317738
Jammu & Kashmir,BARAMULLA,ABDUL QAYOOM WANI,JKPDP,Ink Pot & Pen,MALE,59,Graduate Professional,4.062264274,11.73906083,1317738
Jammu & Kashmir,BARAMULLA,HAJI FAROOQ AHMAD MIR,INC,Hand,MALE,55,8th Pass,2.620551278,7.572823625,1317738
Jammu & Kashmir,BARAMULLA,NOTA,NOTA,,,,,0.616814572,1.782460049,1317738
Jammu & Kashmir,BARAMULLA,MOHD MAQBOOL WAR,BJP,Lotus,MALE,65,Graduate,0.599056869,1.731144147,1317738
Jammu & Kashmir,BARAMULLA,SYED NAJEEB SHAH NAQVI,IND,Table,MALE,48,Post Graduate,0.376933806,1.089256775,1317738
West Bengal,BARASAT,Dr. Kakoli Ghoshdastidar,AITC,Flowers and Grass,FEMALE,60,Post Graduate,37.73858549,46.44368906,1718252
West Bengal,BARASAT,Mrinal Kanti Debnath,BJP,Lotus,MALE,68,Graduate Professional,31.32689501,38.55302343,1718252
West Bengal,BARASAT,Haripada Biswas,AIFB,Lion,MALE,61,12th Pass,7.220593952,8.886157654,1718252
West Bengal,BARASAT,Subrata Dutta,INC,Hand,FEMALE,57,Graduate,2.169472231,2.669901174,1718252
West Bengal,BARASAT,NOTA,NOTA,,,,,1.034714349,1.273390374,1718252
West Bengal,BARDHAMAN DURGAPUR,S.S AHLUWALIA,BJP,Lotus,MALE,67,Graduate Professional,34.51682013,41.75136706,1733578
West Bengal,BARDHAMAN DURGAPUR,DR. MAMTAZ SANGHAMITA,AITC,Flowers and Grass,FEMALE,73,Post Graduate,34.37612845,41.58118713,1733578
West Bengal,BARDHAMAN DURGAPUR,ABHAS RAY CHAUDHURI,CPI(M),"Hammer, Sickle and Star",MALE,50,Post Graduate,9.306128712,11.25664515,1733578
West Bengal,BARDHAMAN DURGAPUR,RANAJIT MUKHERJEE,INC,Hand,MALE,39,Others,2.221763313,2.687433409,1733578
West Bengal,BARDHAMAN DURGAPUR,NOTA,NOTA,,,,,1.069464426,1.293618636,1733578
West Bengal,BARDHAMAN PURBA,SUNIL KUMAR MONDAL,AITC,Flowers and Grass,MALE,61,Graduate Professional,37.73854021,44.51463355,1698089
West Bengal,BARDHAMAN PURBA,PARESH CHANDRA DAS,BJP,Lotus,MALE,61,Post Graduate,32.47903967,38.3107704,1698089
West Bengal,BARDHAMAN PURBA,ISWAR CHANDRA DAS,CPI(M),"Hammer, Sickle and Star",MALE,58,Post Graduate,10.35988102,12.22003566,1698089
West Bengal,BARDHAMAN PURBA,SIDDHARTHA MAJUMDAR,INC,Hand,MALE,37,Post Graduate,2.265605631,2.672403433,1698089
Gujarat,BARDOLI,PARBHUBHAI NAGARBHAI VASAVA,BJP,Lotus,MALE,49,Others,40.63851267,54.99764753,1826526
Gujarat,BARDOLI,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,INC,Hand,MALE,53,Graduate Professional,28.84306054,39.03441275,1826526
Gujarat,BARDOLI,NOTA,NOTA,,,,,1.254512665,1.697779787,1826526
Uttar Pradesh,BAREILLY,SANTOSH KUMAR GANGWAR,BJP,Lotus,MALE,70,Graduate Professional,31.44485455,52.88056758,1797655
Uttar Pradesh,BAREILLY,BHAGWAT SARAN GANGWAR,SP,Bicycle,MALE,63,12th Pass,22.13928702,37.23146696,1797655
Uttar Pradesh,BAREILLY,PRAVEEN SINGH ARON,INC,Hand,MALE,61,Graduate Professional,4.127933335,6.941913418,1797655
Odisha,BARGARH,Suresh Pujari,BJP,Lotus,MALE,59,Post Graduate,36.41224339,46.4595333,1596290
Odisha,BARGARH,Prasanna Acharya,BJD,Conch,MALE,69,Graduate Professional,32.40676819,41.34882078,1596290
Odisha,BARGARH,Pradeep Kumar Debta,INC,Hand,MALE,51,Graduate,6.85445627,8.745817607,1596290
Odisha,BARGARH,NOTA,NOTA,,,,,0.88749538,1.132383433,1596290
Rajasthan,BARMER,KAILASH CHOUDHARY,BJP,Lotus,MALE,45,Graduate,43.60769017,59.49405253,1941231
Rajasthan,BARMER,MANVENDRA SINGH,INC,Hand,MALE,55,Post Graduate,26.92714056,36.73674778,1941231
Rajasthan,BARMER,NOTA,NOTA,,,,,0.97855433,1.335043486,1941231
Rajasthan,BARMER,RAMESH KUMAR MEGHWAL,BMUP,Cot,MALE,39,5th Pass,0.860227351,1.173609769,1941231
Assam,BARPETA,Abdul Khaleque,INC,Hand,MALE,44,Post Graduate,38.2858133,44.22603934,1685149
Assam,BARPETA,Kumar Deepak Das,AGP,Elephant,MALE,66,Graduate Professional,29.95972463,34.60811841,1685149
Assam,BARPETA,Rafiqul Islam,AIUDF,Lock and Key,MALE,44,Doctorate,14.75638059,17.04590323,1685149
Assam,BARPETA,Ashahak Ali Dewan,AITC,Flowers and Grass,MALE,65,Graduate,1.214492012,1.402926225,1685149
West Bengal,BARRACKPORE,ARJUN SINGH,BJP,Lotus,MALE,57,10th Pass,32.92841772,42.81655003,1436431
West Bengal,BARRACKPORE,DINESH TRIVEDI,AITC,Flowers and Grass,MALE,68,Post Graduate,31.89411813,41.4716588,1436431
West Bengal,BARRACKPORE,GARGI CHATTERJEE,CPI(M),"Hammer, Sickle and Star",FEMALE,47,Graduate,8.176932968,10.63239851,1436431
West Bengal,BARRACKPORE,MD. ALAM,INC,Hand,MALE,44,8th Pass,1.101062286,1.43170221,1436431
West Bengal,BARRACKPORE,NOTA,NOTA,,,,,0.886293877,1.15244062,1436431
West Bengal,BASIRHAT,Nusrat Jahan Ruhi,AITC,Flowers and Grass,FEMALE,28,12th Pass,46.59783348,54.54700164,1678357
West Bengal,BASIRHAT,Sayantan Basu,BJP,Lotus,MALE,42,Post Graduate,25.72211991,30.11008049,1678357
West Bengal,BASIRHAT,Quazi Abdur Rahim,INC,Hand,MALE,51,Post Graduate,6.207439776,7.266372756,1678357
West Bengal,BASIRHAT,Pallab Sengupta,CPI(M),Ears of Corn And Sickle,MALE,70,Graduate,4.070409335,4.764784285,1678357
Chhattisgarh,BASTAR,DEEPAK BAIJ,INC,Hand,MALE,38,Post Graduate,29.18719301,44.05167215,1379122
Chhattisgarh,BASTAR,BAIDU RAM KASHYAP,BJP,Lotus,MALE,46,10th Pass,26.36061204,39.78556756,1379122
Chhattisgarh,BASTAR,NOTA,NOTA,,,,,3.021270054,4.559945106,1379122
Chhattisgarh,BASTAR,RAMU RAM MOURYA,CPI(M),Ears of Corn And Sickle,MALE,42,Post Graduate,2.784017658,4.201864601,1379122
Chhattisgarh,BASTAR,AAYTU RAM MANDAVI,BSP,Elephant,MALE,55,8th Pass,2.207853982,3.332271787,1379122
Chhattisgarh,BASTAR,SURESH KAWASI,SHS,Bow & Arrow,MALE,38,5th Pass,1.010062924,1.524468652,1379122
Chhattisgarh,BASTAR,PANEESH PRASAD NAG,APoI,Coat,MALE,29,Post Graduate,0.900645483,1.359327001,1379122
Chhattisgarh,BASTAR,MANGALARAM KARMA,ABSKP,Plastering Trowel,MALE,40,12th Pass,0.718718141,1.084747543,1379122
Uttar Pradesh,BASTI,HARISH CHANDRA ALIAS HARISH DWIVEDI,BJP,Lotus,MALE,45,Post Graduate,25.53414953,44.65139817,1845223
Uttar Pradesh,BASTI,RAM PRASAD CHAUDHARY,BSP,Elephant,MALE,65,Others,23.88914511,41.77478983,1845223
Uttar Pradesh,BASTI,RAJ KISHOR SINGH,INC,Hand,MALE,50,Graduate,4.710541761,8.237293179,1845223
Uttar Pradesh,BASTI,VINOD KUMAR RAJBHAR,SBSP,Walking Stick,MALE,42,12th Pass,0.648756275,1.134475801,1845223
Punjab,BATHINDA,Harsimrat Kaur Badal,SAD,Scales,FEMALE,52,10th Pass,30.38988796,40.98011547,1621671
Punjab,BATHINDA,Amrinder Singh Raja Warring,INC,Hand,MALE,41,10th Pass,29.04732218,39.16969415,1621671
Punjab,BATHINDA,Prof. Baljinder Kaur,AAP,Broom,FEMALE,33,Post Graduate,8.287624309,11.17568454,1621671
Punjab,BATHINDA,Sukhpal Singh Khaira,PUNEKP,Key,MALE,54,12th Pass,2.355533274,3.176386358,1621671
Punjab,BATHINDA,NOTA,NOTA,,,,,0.821559983,1.107856108,1621671
Maharashtra,BEED,Pritam Gopinathrao Munde,BJP,Lotus,FEMALE,36,Post Graduate,33.15602533,50.1074298,2045405
Maharashtra,BEED,Bajrang Manohar Sonwane,NCP,Clock,MALE,48,Graduate,24.9245015,37.66744345,2045405
Maharashtra,BEED,Pro. Vishnu Jadhav,VBA,Cup & Saucer,MALE,62,Post Graduate,4.504682447,6.80775386,2045405
Maharashtra,BEED,Chavhan Sampat Ramsing,IND,SHIP,MALE,57,Post Graduate,0.820962108,1.240688556,2045405
Bihar,BEGUSARAI,Giriraj Singh,BJP,Lotus,MALE,66,Graduate,35.34514717,56.43630713,1958382
Bihar,BEGUSARAI,Kanhaiya Kumar,CPI(M),Ears of Corn And Sickle,MALE,32,Doctorate,13.78566592,22.01184995,1958382
Bihar,BEGUSARAI,Mo. Tanweer Hassan,RJD,Hurricane Lamp,MALE,59,Doctorate,10.12228462,16.16245537,1958382
Bihar,BEGUSARAI,NOTA,NOTA,,,,,1.043974056,1.666934365,1958382
Bihar,BEGUSARAI,Saurabh,IND,Cup & Saucer,MALE,27,12th Pass,0.951704009,1.519604926,1958382
Karnataka,BELGAUM,ANGADI SURESH CHANNABASAPPA,BJP,Lotus,MALE,63,Graduate Professional,42.82412117,63.12355961,1779350
Karnataka,BELGAUM,Dr.SADHUNAVAR,INC,Hand,MALE,69,Graduate Professional,20.83271981,30.70782062,1779350
Karnataka,BELLARY,Y. DEVENDRAPPA,BJP,Lotus,MALE,67,5th Pass,35.18730584,50.4415357,1751734
Karnataka,BELLARY,V. S. UGRAPPA,INC,Hand,MALE,65,Graduate Professional,32.00719972,45.88280544,1751734
Odisha,BERHAMPUR,CHANDRA SEKHAR SAHU,BJD,Conch,MALE,68,10th Pass,29.54118426,44.82868677,1502455
Odisha,BERHAMPUR,BHRUGU BAXIPATRA,BJP,Lotus,MALE,44,Graduate Professional,23.22858255,35.24932657,1502455
Odisha,BERHAMPUR,V.CHANDRASEKHAR NAIDU,INC,Hand,MALE,52,Graduate,9.493262693,14.40600674,1502455
Odisha,BERHAMPUR,NOTA,NOTA,,,,,0.95716677,1.452498619,1502455
Madhya Pradesh,BETUL,DURGA DAS (D.D.) UIKEY,BJP,Lotus,MALE,55,Post Graduate,46.69222539,59.72366189,1737437
Madhya Pradesh,BETUL,RAMU TEKAM (ADVOCATE),INC,Hand,MALE,31,Graduate Professional,25.95817863,33.20290414,1737437
Madhya Pradesh,BETUL,ASHOK BHALAVI,BSP,Elephant,MALE,44,Literate,1.35676862,1.735432176,1737437
Madhya Pradesh,BETUL,NOTA,NOTA,,,,,1.311529569,1.677567259,1737437
Uttar Pradesh,BHADOHI,RAMESH CHAND,BJP,Lotus,MALE,44,10th Pass,26.25612994,49.04771109,1942514
Uttar Pradesh,BHADOHI,RANGNATH MISHRA,BSP,Elephant,MALE,59,Graduate,24.01084368,44.85340857,1942514
Uttar Pradesh,BHADOHI,RAMAKANT,INC,Hand,MALE,59,10th Pass,1.318085738,2.462247431,1942514
Odisha,BHADRAK,MANJULATA MANDAL,BJD,Conch,FEMALE,42,Graduate,30.87543127,41.77734385,1661661
Odisha,BHADRAK,AVIMANYU SETHI,BJP,Lotus,MALE,49,Post Graduate,29.14276739,39.43288769,1661661
Odisha,BHADRAK,MADHUMITA SETHI,INC,Hand,FEMALE,42,Post Graduate,12.50014293,16.91386153,1661661
Bihar,BHAGALPUR,AJAY KUMAR MANDAL,JD(U),Arrow,MALE,41,8th Pass,33.89884967,59.26616832,1823820
Bihar,BHAGALPUR,SHAILESH KUMAR ALIAS VULO MANDAL,RJD,Hurricane Lamp,MALE,43,12th Pass,18.67640447,32.6524039,1823820
Bihar,BHAGALPUR,NOTA,NOTA,,,,,1.730817734,3.026029974,1823820
Maharashtra,BHANDARA - GONDIYA,Sunil Baburao Mendhe,BJP,Lotus,MALE,50,Others,35.89417054,52.16370394,1811556
Maharashtra,BHANDARA - GONDIYA,Panchabudhe Nana Jairam,NCP,Clock,MALE,64,10th Pass,24.99779195,36.32838979,1811556
Maharashtra,BHANDARA - GONDIYA,Dr. Vijaya Rajesh Nandurkar,BSP,Elephant,FEMALE,37,Graduate Professional,2.906838099,4.224403009,1811556
Maharashtra,BHANDARA - GONDIYA,K. N. Nanhe,VBA,Cup & Saucer,MALE,68,Graduate Professional,2.530531764,3.677530579,1811556
Maharashtra,BHANDARA - GONDIYA,Patle Rajendra Sahasram,IND,Tractor Chalata Kisan,MALE,56,Others,0.725619302,1.05451637,1811556
Rajasthan,BHARATPUR,RANJEETA KOLI,BJP,Lotus,FEMALE,39,8th Pass,36.42320122,61.61965794,1943794
Rajasthan,BHARATPUR,ABHIJEET KUMAR JATAV,INC,Hand,MALE,59,Graduate Professional,20.04291607,33.90799246,1943794
Rajasthan,BHARATPUR,SURAJ PRADHAN JATAV,BSP,Elephant,MALE,56,Graduate Professional,1.626458359,2.751592512,1943794
Gujarat,BHARUCH,Mansukhbhai Dhanjibhai Vasava,BJP,Lotus,MALE,61,Post Graduate,40.76620354,55.42871992,1564519
Gujarat,BHARUCH,Sherkhan Abdulsakur Pathan,INC,Hand,MALE,37,12th Pass,19.40411078,26.38325202,1564519
Gujarat,BHARUCH,Chhotubhai Amarsinh Vasava,BTP,Auto- Rickshaw,MALE,73,10th Pass,9.209411966,12.52179188,1564519
Gujarat,BHARUCH,Sindha Kiritsinh Alias Jalamsinh Nathubava,IND,Air Conditioner,MALE,40,5th Pass,0.965792042,1.313161687,1564519
Gujarat,BHAVNAGAR,DR.BHARATIBEN DHIRUBHAI SHIYAL,BJP,Lotus,FEMALE,55,Graduate Professional,37.39603698,63.32564674,1768297
Gujarat,BHAVNAGAR,PATEL MANHARBHAI NAGJIBHAI (VASANI),INC,Hand,MALE,50,10th Pass,18.76121489,31.76983879,1768297
Gujarat,BHAVNAGAR,NOTA,NOTA,,,,,0.926484635,1.568889204,1768297
Rajasthan,BHILWARA,SUBHASH CHANDRA BAHERIA,BJP,Lotus,MALE,62,Graduate,46.97075293,71.5600403,1997328
Rajasthan,BHILWARA,RAM PAL SHARMA,INC,Hand,MALE,52,12th Pass,16.32981664,24.87850979,1997328
Rajasthan,BHILWARA,NOTA,NOTA,,,,,0.872065079,1.328592971,1997328
Rajasthan,BHILWARA,SHIVLAL GURJAR,BSP,Elephant,MALE,40,5th Pass,0.78239528,1.191980845,1997328
Rajasthan,BHILWARA,PAWAN KUMAR SHARMA,RTORP,Pressure Cooker,MALE,42,Graduate,0.658279461,1.002890136,1997328
Madhya Pradesh,BHIND,SANDHYA RAY,BJP,Lotus,FEMALE,45,Post Graduate,29.89202043,54.81299281,1765334
Madhya Pradesh,BHIND,DEVASHISH,INC,Hand,MALE,28,Graduate Professional,18.56923392,34.0504011,1765334
Madhya Pradesh,BHIND,BABU RAM JAMOR,BSP,Elephant,MALE,67,10th Pass,3.77339359,6.919271188,1765334
Maharashtra,BHIWANDI,KAPIL MORESHWAR PATIL,BJP,Lotus,MALE,58,Graduate,27.70133855,52.06646745,1890100
Maharashtra,BHIWANDI,TAWARE SURESH KASHINATH,INC,Hand,MALE,62,12th Pass,19.43040051,36.52070147,1890100
Maharashtra,BHIWANDI,PROF. (DR.) ARUN SAVANT,VBA,Cup & Saucer,MALE,69,Doctorate,2.722342733,5.116820223,1890100
Maharashtra,BHIWANDI,NITESH RAGHUNATH JADHAV,IND,Ring,MALE,27,12th Pass,1.095021427,2.058163991,1890100
Maharashtra,BHIWANDI,NOTA,NOTA,,,,,0.867520237,1.630560707,1890100
Haryana,BHIWANI-MAHENDRAGARH,Dharambir Singh S/o Bhale Ram,BJP,Lotus,MALE,64,Graduate,44.53191257,63.18682638,1654317
Haryana,BHIWANI-MAHENDRAGARH,Shruti Choudhry,INC,Hand,FEMALE,43,Graduate Professional,17.66505452,25.06514247,1654317
Haryana,BHIWANI-MAHENDRAGARH,Swati Yadav,JNJP,Chappals,FEMALE,30,Post Graduate,5.135412379,7.286693781,1654317
Haryana,BHIWANI-MAHENDRAGARH,Ramesh Rao Pilot,LTSP,Auto- Rickshaw,MALE,46,Graduate Professional,1.223102948,1.735474386,1654317
Telangana,BHONGIR,Komati Reddy Venkat Reddy,INC,Hand,MALE,55,12th Pass,32.72630223,43.93181929,1628033
Telangana,BHONGIR,Dr. Boora Narsaiah Goud,TRS,Car,MALE,60,Post Graduate,32.40573133,43.50148461,1628033
Telangana,BHONGIR,P.V. Shyam Sunder Rao,BJP,Lotus,MALE,46,Post Graduate,4.020618747,5.397282435,1628033
Telangana,BHONGIR,Goda Sri Ramulu,CPI(M),Ears of Corn And Sickle,MALE,54,8th Pass,1.729264702,2.321366583,1628033
Telangana,BHONGIR,Singapaka Lingam,IND,Road Roller,MALE,44,Illiterate,1.718208415,2.306524613,1628033
Madhya Pradesh,BHOPAL,SADHVI PRAGYA SINGH THAKUR,BJP,Lotus,FEMALE,49,Post Graduate,40.43575388,61.51068846,2142861
Madhya Pradesh,BHOPAL,DIGVIJAYA SINGH,INC,Hand,MALE,71,Graduate Professional,23.41075786,35.61234044,2142861
Odisha,BHUBANESWAR,APARAJITA SARANGI,BJP,Lotus,FEMALE,49,Graduate,28.65195643,48.42674797,1699678
Odisha,BHUBANESWAR,Arup Mohan Patnaik,BJD,Conch,MALE,63,Graduate Professional,27.24939665,46.05618004,1699678
Odisha,BHUBANESWAR,JANARDAN PATI,CPI(M),"Hammer, Sickle and Star",MALE,71,Graduate Professional,1.35472719,2.2897226,1699678
Karnataka,BIDAR,BHAGWANTH KHUBA,BJP,Lotus,MALE,50,Graduate Professional,32.98251643,52.35576859,1775095
Karnataka,BIDAR,ESHWAR B. KHANDRE,INC,Hand,MALE,57,Graduate Professional,26.40067151,41.90788326,1775095
Karnataka,BIDAR,BABA BUKHARI,BSP,Elephant,MALE,65,10th Pass,0.855616178,1.358187533,1775095
Karnataka,BIJAPUR,JIGAJINAGI RAMESH CHANDAPPA,BJP,Lotus,MALE,66,Graduate,35.3733644,57.15694391,1797587
Karnataka,BIJAPUR,DR. SUNITA DEVANAND CHAVAN,JD(S),A lady farmer carrying paddy on her head,FEMALE,42,Doctorate,21.0186767,33.962371,1797587
